FreqRef	FreqAlt
0.0	1.0
0.0	1.0
0.0	1.0
0.5555555555555556	0.4444444444444444
0.6296296296296297	0.37037037037037035
0.6	0.4
0.5454545454545454	0.45454545454545453
0.5	0.5
0.5333333333333333	0.4666666666666667
0.5333333333333333	0.4666666666666667
0.5333333333333333	0.4666666666666667
0.14285714285714285	0.8571428571428571
0.0	1.0
0.5	0.5
0.4	0.6
0.5	0.5
0.5	0.5
0.0	1.0
0.7894736842105263	0.21052631578947367
0.34375	0.65625
0.7906976744186046	0.20930232558139536
0.15789473684210525	0.8421052631578947
0.0	1.0
0.746268656716418	0.2537313432835821
0.8627450980392157	0.13725490196078433
0.5882352941176471	0.4117647058823529
0.7843137254901961	0.21568627450980393
0.7843137254901961	0.21568627450980393
0.7843137254901961	0.21568627450980393
0.7850467289719626	0.21495327102803738
0.37383177570093457	0.6261682242990654
0.8738738738738738	0.12612612612612611
0.8407079646017699	0.1592920353982301
0.920863309352518	0.07913669064748201
0.9236111111111112	0.0763888888888889
0.9236111111111112	0.0763888888888889
0.9251700680272109	0.07482993197278912
0.9251700680272109	0.07482993197278912
0.9261744966442953	0.0738255033557047
0.9261744966442953	0.0738255033557047
0.9078947368421053	0.09210526315789473
0.9144736842105263	0.08552631578947369
0.9130434782608695	0.08695652173913043
0.8695652173913043	0.13043478260869565
0.8920863309352518	0.1079136690647482
0.5703125	0.4296875
0.9180327868852459	0.08196721311475409
0.9122807017543859	0.08771929824561403
0.9245283018867925	0.07547169811320754
0.9252336448598131	0.07476635514018691
0.9152542372881356	0.0847457627118644
0.8898305084745762	0.11016949152542373
0.8833333333333333	0.11666666666666667
0.8833333333333333	0.11666666666666667
0.8790322580645161	0.12096774193548387
0.828125	0.171875
0.7910447761194029	0.208955223880597
0.41605839416058393	0.583941605839416
0.7753623188405797	0.2246376811594203
0.7965116279069767	0.20348837209302326
0.59375	0.40625
0.5748502994011976	0.4251497005988024
0.5904255319148937	0.4095744680851064
0.5968586387434555	0.4031413612565445
0.7119565217391305	0.28804347826086957
0.5754189944134078	0.4245810055865922
0.6526946107784432	0.3473053892215569
0.6130952380952381	0.3869047619047619
0.6789473684210526	0.32105263157894737
0.20772946859903382	0.7922705314009661
0.9033816425120773	0.0966183574879227
0.5747663551401869	0.4252336448598131
0.6055045871559633	0.3944954128440367
0.7224669603524229	0.2775330396475771
0.6331877729257642	0.36681222707423583
0.6071428571428571	0.39285714285714285
0.8855421686746988	0.1144578313253012
0.8805031446540881	0.11949685534591195
0.8681318681318682	0.13186813186813187
0.85625	0.14375
